loc,lloc,scloc,comments,single_comments,blanks,calculated_length,volume,difficulty,effort,time,bugs,LargeClass
70,37,57,5,5,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
65,46,56,1,1,8,0,2,0.5,1,0.055555556,0.000666667,0
87,56,71,0,0,16,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
30,18,24,0,0,6,0,2,0.5,1,0.055555556,0.000666667,0
92,72,75,0,0,17,137.7212077,195,3,585,32.5,0.065,0
22,16,16,0,0,6,0,2,0.5,1,0.055555556,0.000666667,0
47,38,38,1,1,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
109,71,93,5,3,13,11.60964047,23.26466251,0.6,13.9587975,0.77548875,0.007754888,0
159,106,124,16,16,19,91.1934494,366.4085184,4.05,1483.9545,82.44191665,0.122136173,0
42,20,33,3,3,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
219,141,165,19,19,35,494.1522041,915.4874887,3.116883117,2853.467497,158.5259721,0.305162496,0
18,15,15,0,0,3,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
40,33,33,0,0,7,0,2,0.5,1,0.055555556,0.000666667,0
70,59,59,0,0,11,28.7548875,41.51317942,1.5,62.26976914,3.459431619,0.013837726,0
15,10,10,0,0,5,2,6.339850003,0.5,3.169925001,0.176106945,0.002113283,0
33,17,16,0,0,10,16.36452798,24,1.5,36,2,0.008,0
119,97,97,13,6,5,225.9690555,327.7207422,5.135135135,1682.890298,93.49390545,0.109240247,0
52,38,42,0,0,10,75.60964047,105.4156181,2.5,263.5390454,14.64105808,0.035138539,0
33,28,29,0,0,4,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
28,13,21,0,0,7,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
56,16,20,3,3,15,46.05374781,140.6480614,4.363636364,613.7369954,34.09649974,0.046882687,0
62,43,38,1,1,18,126.6368206,193.2136561,5.113636364,988.0243778,54.89024321,0.064404552,0
21,14,13,4,2,6,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
19,14,13,2,1,5,24.40637196,66.4385619,2.571428571,170.8420163,9.491223128,0.022146187,0
16,13,13,0,0,3,56.10571634,94.01164535,2.307692308,216.9499508,12.05277504,0.031337215,0
12,9,9,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
37,31,31,2,2,4,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
43,29,35,0,2,6,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
9,8,7,0,0,2,16.36452798,27,1.8,48.6,2.7,0.009,0
130,56,74,12,7,24,10,15.509775,1,15.509775,0.861654167,0.005169925,0
65,41,45,2,1,19,42.80863531,64.72503367,1.5,97.08755051,5.393752806,0.021575011,0
16,14,14,0,0,2,83.05865003,133.7829486,2.222222222,297.2954412,16.5164134,0.044594316,0
55,29,26,1,1,12,17.509775,42,1.333333333,56,3.111111111,0.014,0
44,27,27,0,0,17,63.35824644,150.1173001,2.4,360.2815201,20.01564001,0.0500391,0
28,18,17,5,6,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
14,7,9,3,3,2,28.7548875,48.43204266,1.6875,81.72907199,4.540503999,0.016144014,0
12,4,7,2,2,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,3,6,2,2,2,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
13,4,8,2,2,3,17.509775,27,1,27,1.5,0.009,0
9,3,7,0,0,2,17.509775,27,1,27,1.5,0.009,0
10,4,7,0,0,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
18,11,10,0,0,4,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
9,8,6,0,1,2,0,2,0.5,1,0.055555556,0.000666667,0
27,16,13,0,1,5,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
94,25,26,9,9,19,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
17,12,12,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
54,17,15,0,1,13,32,50.18947501,2.25,112.9263188,6.273684376,0.016729825,0
29,9,8,0,0,7,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,23,26,1,1,13,123.6934094,279.6927639,5.782608696,1617.353809,89.85298938,0.093230921,0
131,74,70,7,6,14,237.4749933,415.4885285,6.947368421,2886.551882,160.3639934,0.138496176,0
54,39,34,3,2,10,70.21299941,125.3359148,3.166666667,396.8970634,22.04983685,0.041778638,0
83,41,40,0,0,19,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,0
31,15,24,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
64,28,34,0,1,15,17.509775,27,1,27,1.5,0.009,0
17,19,14,0,0,3,37.97416845,55.50659577,1.5,83.25989366,4.625549648,0.018502199,0
19,21,16,0,0,3,66.60335893,135.9336804,2.8,380.6143052,21.14523918,0.045311227,0
20,22,17,0,0,3,68.7548875,161.4212455,2.34375,378.3310442,21.01839134,0.053807082,0
42,36,37,0,0,5,217.5786534,563.4033195,10.52857143,5931.832093,329.5462274,0.187801107,0
8,5,5,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,5,5,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
12,10,10,0,0,2,17.509775,27,1,27,1.5,0.009,0
53,30,33,2,2,13,56.10571634,98.09910819,2.461538462,241.4747279,13.41526266,0.032699703,0
28,14,20,0,0,4,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
29,14,20,0,0,5,50.10571634,82.04470251,1.076923077,88.35583347,4.908657415,0.027348234,0
28,14,19,0,0,5,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
28,14,19,0,0,5,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
26,20,19,0,0,4,35.21928095,75.28421252,1.4,105.3978975,5.855438751,0.025094738,0
29,16,17,0,0,4,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
36,24,22,1,1,3,23.509775,39.86313714,2.666666667,106.301699,5.905649946,0.013287712,0
74,50,48,3,3,8,117.7589801,296.3368407,6.363636364,1885.779895,104.7655497,0.098778947,0
17,7,6,0,0,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
11,7,7,0,0,1,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
33,25,24,0,0,3,28.7548875,51.89147428,1.875,97.29651427,5.405361904,0.017297158,0
9,4,4,0,0,1,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
8,4,3,0,0,1,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
29,18,18,0,0,4,39.509775,91.37651813,6,548.2591088,30.45883938,0.030458839,0
26,15,15,0,0,4,9.509775004,23.26466251,3,69.79398752,3.877443751,0.007754888,0
148,126,129,10,4,6,397.6894963,1113.104229,8.709677419,9694.778765,538.5988203,0.371034743,0
5,5,4,0,0,1,0,2,0.5,1,0.055555556,0.000666667,0
18,13,13,0,0,5,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
14,9,9,0,0,5,10,15.509775,1,15.509775,0.861654167,0.005169925,0
132,85,89,3,3,15,319.669035,666.8699868,11.64893617,7768.32591,431.5736616,0.222289996,0
57,30,30,15,15,9,79.509775,133.7829486,3.5625,476.6017542,26.47787524,0.044594316,0
44,27,27,8,7,10,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,5,5,2,2,1,0,2,0.5,1,0.055555556,0.000666667,0
5,4,4,0,0,1,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
42,20,19,5,5,7,36.52932501,51.80615605,2,103.6123121,5.756239562,0.017268719,0
75,52,58,1,2,12,101.9483369,164.5153901,3.45,567.578096,31.53211644,0.054838463,0
11,7,7,2,2,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
24,14,14,4,4,6,20.26466251,31.69925001,1.5,47.54887502,2.641604168,0.010566417,0
11,2,7,1,1,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
27,18,22,1,1,4,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
21,13,12,0,0,6,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
13,9,8,0,1,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
55,39,37,1,1,8,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
31,20,21,5,5,5,32,43.01955001,2,86.03910002,4.779950001,0.01433985,0
20,8,7,4,4,4,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
219,141,179,10,9,31,58.60335893,288,1.6,460.8,25.6,0.096,0
74,55,63,1,0,11,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,0
8,5,5,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
77,55,64,0,0,13,137.7212077,235,3.461538462,813.4615385,45.19230769,0.078333333,0
38,25,27,3,3,8,2,6.339850003,0.5,3.169925001,0.176106945,0.002113283,0
29,18,19,4,4,6,32,43.01955001,2,86.03910002,4.779950001,0.01433985,0
28,20,21,0,0,7,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
24,19,20,0,0,4,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
51,20,26,13,13,8,28.52932501,59.79470571,0.666666667,39.86313714,2.21461873,0.019931569,0
68,43,36,0,0,9,0,2,0.5,1,0.055555556,0.000666667,0
9,7,6,0,1,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
84,59,44,11,12,10,272.6753165,461.7356172,2.872340426,1326.261879,73.68121551,0.153911872,0
56,30,30,10,10,7,10,15.509775,1,15.509775,0.861654167,0.005169925,0
37,6,5,0,0,10,0,2,0.5,1,0.055555556,0.000666667,0
124,68,66,2,2,39,74.11313394,101.0233007,3,303.0699022,16.83721679,0.033674434,0
85,53,51,1,1,26,68.81274391,155.5894114,5.142857143,800.1741159,44.45411755,0.051863137,0
16,12,12,0,0,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,32,30,14,13,5,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
93,20,31,3,3,15,24.40637196,39.86313714,1.714285714,68.33680652,3.796489251,0.013287712,0
50,23,26,0,0,12,63.35824644,150.1173001,2.4,360.2815201,20.01564001,0.0500391,0
49,17,16,0,0,13,46.05374781,70.32403072,2.181818182,153.4342488,8.524124936,0.023441344,0
38,27,30,0,0,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
77,38,37,19,19,18,44.82892142,70.32403072,3,210.9720922,11.72067179,0.023441344,0
17,12,12,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
345,202,244,10,8,54,871.8464215,1993.563536,9.3,18540.14088,1030.007827,0.664521179,0
88,57,53,10,10,25,68.81274391,125.3359148,4.071428571,510.2962243,28.34979024,0.041778638,0
10,8,8,0,0,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
24,18,17,0,0,3,68.81274391,90.76048999,3,272.28147,15.12674833,0.030253497,0
26,18,17,0,0,5,54.62919048,73.57433114,2.5,183.9358279,10.2186571,0.024524777,0
32,22,21,0,0,7,28.7548875,51.89147428,1.875,97.29651427,5.405361904,0.017297158,0
24,15,14,0,0,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
23,15,14,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
21,13,12,0,0,4,13.60964047,25.2661943,1.2,30.31943316,1.684412953,0.008422065,0
15,10,9,0,0,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
13,9,9,0,0,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,32,30,14,13,5,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
22,14,15,0,0,7,10,15.509775,1,15.509775,0.861654167,0.005169925,0
77,39,45,5,5,19,121.6487405,204.0352018,2.916666667,595.1026719,33.06125955,0.068011734,0
170,55,60,4,4,57,35.60964047,66.60791493,3.75,249.779681,13.87664894,0.022202638,0
170,95,98,9,10,54,192.6252211,385.7437443,4.735294118,1826.610083,101.478338,0.128581248,0
99,46,56,4,4,34,45.01955001,79.95445336,1.166666667,93.28019559,5.182233088,0.026651484,0
77,37,47,1,0,14,61.30296891,104.248125,2.285714286,238.2814287,13.23785715,0.034749375,0
52,38,37,0,0,15,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
28,20,21,1,1,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
33,22,21,0,0,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
68,37,35,2,2,22,54.62919048,118.5364224,3.958333333,469.206672,26.06703733,0.039512141,0
35,18,16,0,0,10,37.97416845,88.81055324,2.4,213.1453278,11.8414071,0.029603518,0
39,15,25,0,0,8,33.21928095,51.89147428,0.5,25.94573714,1.441429841,0.017297158,0
27,16,22,0,0,5,10,23.26466251,1.5,34.89699376,1.938721876,0.007754888,0
19,13,13,0,0,6,27.65148445,62.26976914,3.428571429,213.4963513,11.86090841,0.02075659,0
16,12,12,1,1,3,12.7548875,22.45883938,1.875,42.11032383,2.339462435,0.00748628,0
25,14,13,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
69,41,40,1,2,20,59.71535681,87.56842503,2.692307692,235.7611443,13.09784135,0.029189475,0
35,21,20,1,1,5,46.05374781,70.32403072,2.181818182,153.4342488,8.524124936,0.023441344,0
28,13,21,0,0,7,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
56,16,20,3,3,15,46.05374781,140.6480614,4.363636364,613.7369954,34.09649974,0.046882687,0
62,43,38,1,1,18,126.6368206,193.2136561,5.113636364,988.0243778,54.89024321,0.064404552,0
21,14,13,4,2,6,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
19,14,13,2,1,5,24.40637196,66.4385619,2.571428571,170.8420163,9.491223128,0.022146187,0
16,13,13,0,0,3,56.10571634,94.01164535,2.307692308,216.9499508,12.05277504,0.031337215,0
12,9,9,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
37,31,31,2,2,4,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
43,29,35,0,2,6,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
9,8,7,0,0,2,16.36452798,27,1.8,48.6,2.7,0.009,0
130,56,74,12,7,24,10,15.509775,1,15.509775,0.861654167,0.005169925,0
65,41,45,2,1,19,42.80863531,64.72503367,1.5,97.08755051,5.393752806,0.021575011,0
16,14,14,0,0,2,83.05865003,133.7829486,2.222222222,297.2954412,16.5164134,0.044594316,0
55,29,26,1,1,12,17.509775,42,1.333333333,56,3.111111111,0.014,0
44,27,27,0,0,17,63.35824644,150.1173001,2.4,360.2815201,20.01564001,0.0500391,0
28,18,17,5,6,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
14,7,9,3,3,2,28.7548875,48.43204266,1.6875,81.72907199,4.540503999,0.016144014,0
12,4,7,2,2,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,3,6,2,2,2,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
9,3,7,0,0,2,17.509775,27,1,27,1.5,0.009,0
10,4,7,0,0,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
18,11,10,0,0,4,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
9,8,6,0,1,2,0,2,0.5,1,0.055555556,0.000666667,0
27,16,13,0,1,5,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
94,25,26,9,9,19,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
17,12,12,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
54,17,15,0,1,13,32,50.18947501,2.25,112.9263188,6.273684376,0.016729825,0
29,9,8,0,0,7,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,23,26,1,1,13,123.6934094,279.6927639,5.782608696,1617.353809,89.85298938,0.093230921,0
131,74,70,7,6,14,237.4749933,415.4885285,6.947368421,2886.551882,160.3639934,0.138496176,0
54,39,34,3,2,10,70.21299941,125.3359148,3.166666667,396.8970634,22.04983685,0.041778638,0
83,41,40,0,0,19,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,0
31,15,24,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
64,28,34,0,1,15,17.509775,27,1,27,1.5,0.009,0
17,19,14,0,0,3,37.97416845,55.50659577,1.5,83.25989366,4.625549648,0.018502199,0
17,19,14,0,0,3,37.97416845,55.50659577,1.5,83.25989366,4.625549648,0.018502199,0
19,21,16,0,0,3,66.60335893,135.9336804,2.8,380.6143052,21.14523918,0.045311227,0
20,22,17,0,0,3,68.7548875,161.4212455,2.34375,378.3310442,21.01839134,0.053807082,0
42,36,37,0,0,5,217.5786534,563.4033195,10.52857143,5931.832093,329.5462274,0.187801107,0
8,5,5,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,5,5,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,6,6,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
12,10,10,0,0,2,17.509775,27,1,27,1.5,0.009,0
53,30,33,2,2,13,56.10571634,98.09910819,2.461538462,241.4747279,13.41526266,0.032699703,0
28,14,20,0,0,4,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
29,14,20,0,0,5,50.10571634,82.04470251,1.076923077,88.35583347,4.908657415,0.027348234,0
28,14,19,0,0,5,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
26,20,19,0,0,4,35.21928095,75.28421252,1.4,105.3978975,5.855438751,0.025094738,0
29,16,17,0,0,4,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
36,24,22,1,1,3,23.509775,39.86313714,2.666666667,106.301699,5.905649946,0.013287712,0
74,50,48,3,3,8,117.7589801,296.3368407,6.363636364,1885.779895,104.7655497,0.098778947,0
17,7,6,0,0,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
11,7,7,0,0,1,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
33,25,24,0,0,3,28.7548875,51.89147428,1.875,97.29651427,5.405361904,0.017297158,0
9,4,4,0,0,1,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
8,4,3,0,0,1,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
29,18,18,0,0,4,39.509775,91.37651813,6,548.2591088,30.45883938,0.030458839,0
26,15,15,0,0,4,9.509775004,23.26466251,3,69.79398752,3.877443751,0.007754888,0
148,126,129,10,4,6,397.6894963,1113.104229,8.709677419,9694.778765,538.5988203,0.371034743,0
5,5,4,0,0,1,0,2,0.5,1,0.055555556,0.000666667,0
18,13,13,0,0,5,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
14,9,9,0,0,5,10,15.509775,1,15.509775,0.861654167,0.005169925,0
132,85,89,3,3,15,319.669035,666.8699868,11.64893617,7768.32591,431.5736616,0.222289996,0
57,30,30,15,15,9,79.509775,133.7829486,3.5625,476.6017542,26.47787524,0.044594316,0
44,27,27,8,7,10,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,5,5,2,2,1,0,2,0.5,1,0.055555556,0.000666667,0
5,4,4,0,0,1,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
42,20,19,5,5,7,36.52932501,51.80615605,2,103.6123121,5.756239562,0.017268719,0
75,52,58,1,2,12,101.9483369,164.5153901,3.45,567.578096,31.53211644,0.054838463,0
12,5,9,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
11,7,7,2,2,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,7,7,0,0,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,8,6,0,1,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
11,7,7,2,2,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
24,14,14,4,4,6,20.26466251,31.69925001,1.5,47.54887502,2.641604168,0.010566417,0
11,2,7,1,1,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
27,18,22,1,1,4,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
21,13,12,0,0,6,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
13,9,8,0,1,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
55,39,37,1,1,8,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
31,20,21,5,5,5,32,43.01955001,2,86.03910002,4.779950001,0.01433985,0
20,8,7,4,4,4,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
219,141,179,10,9,31,58.60335893,288,1.6,460.8,25.6,0.096,0
74,55,63,1,0,11,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,0
8,5,5,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
34,21,21,0,0,4,10,15.509775,1,15.509775,0.861654167,0.005169925,0
77,55,64,0,0,13,137.7212077,235,3.461538462,813.4615385,45.19230769,0.078333333,0
38,25,27,3,3,8,2,6.339850003,0.5,3.169925001,0.176106945,0.002113283,0
29,18,19,4,4,6,32,43.01955001,2,86.03910002,4.779950001,0.01433985,0
28,20,21,0,0,7,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
24,19,20,0,0,4,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
51,20,26,13,13,8,28.52932501,59.79470571,0.666666667,39.86313714,2.21461873,0.019931569,0
68,43,36,0,0,9,0,2,0.5,1,0.055555556,0.000666667,0
9,7,6,0,1,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
84,59,44,11,12,10,272.6753165,461.7356172,2.872340426,1326.261879,73.68121551,0.153911872,0
56,30,30,10,10,7,10,15.509775,1,15.509775,0.861654167,0.005169925,0
37,6,5,0,0,10,0,2,0.5,1,0.055555556,0.000666667,0
124,68,66,2,2,39,74.11313394,101.0233007,3,303.0699022,16.83721679,0.033674434,0
85,53,51,1,1,26,68.81274391,155.5894114,5.142857143,800.1741159,44.45411755,0.051863137,0
16,12,12,0,0,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,32,30,14,13,5,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
93,20,31,3,3,15,24.40637196,39.86313714,1.714285714,68.33680652,3.796489251,0.013287712,0
50,23,26,0,0,12,63.35824644,150.1173001,2.4,360.2815201,20.01564001,0.0500391,0
49,17,16,0,0,13,46.05374781,70.32403072,2.181818182,153.4342488,8.524124936,0.023441344,0
38,27,30,0,0,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
77,38,37,19,19,18,44.82892142,70.32403072,3,210.9720922,11.72067179,0.023441344,0
17,12,12,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
345,202,244,10,8,54,871.8464215,1993.563536,9.3,18540.14088,1030.007827,0.664521179,0
88,57,53,10,10,25,68.81274391,125.3359148,4.071428571,510.2962243,28.34979024,0.041778638,0
10,8,8,0,0,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
24,18,17,0,0,3,68.81274391,90.76048999,3,272.28147,15.12674833,0.030253497,0
26,18,17,0,0,5,54.62919048,73.57433114,2.5,183.9358279,10.2186571,0.024524777,0
32,22,21,0,0,7,28.7548875,51.89147428,1.875,97.29651427,5.405361904,0.017297158,0
24,15,14,0,0,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
23,15,14,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
21,13,12,0,0,4,13.60964047,25.2661943,1.2,30.31943316,1.684412953,0.008422065,0
15,10,9,0,0,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
13,9,9,0,0,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,32,30,14,13,5,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
31,19,20,2,2,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
22,14,15,0,0,7,10,15.509775,1,15.509775,0.861654167,0.005169925,0
77,39,45,5,5,19,121.6487405,204.0352018,2.916666667,595.1026719,33.06125955,0.068011734,0
170,55,60,4,4,57,35.60964047,66.60791493,3.75,249.779681,13.87664894,0.022202638,0
170,95,98,9,10,54,192.6252211,385.7437443,4.735294118,1826.610083,101.478338,0.128581248,0
99,46,56,4,4,34,45.01955001,79.95445336,1.166666667,93.28019559,5.182233088,0.026651484,0
77,37,47,1,0,14,61.30296891,104.248125,2.285714286,238.2814287,13.23785715,0.034749375,0
52,38,37,0,0,15,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
28,20,21,1,1,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
33,22,21,0,0,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
68,37,35,2,2,22,54.62919048,118.5364224,3.958333333,469.206672,26.06703733,0.039512141,0
35,18,16,0,0,10,37.97416845,88.81055324,2.4,213.1453278,11.8414071,0.029603518,0
39,15,25,0,0,8,33.21928095,51.89147428,0.5,25.94573714,1.441429841,0.017297158,0
27,16,22,0,0,5,10,23.26466251,1.5,34.89699376,1.938721876,0.007754888,0
19,13,13,0,0,6,27.65148445,62.26976914,3.428571429,213.4963513,11.86090841,0.02075659,0
16,12,12,1,1,3,12.7548875,22.45883938,1.875,42.11032383,2.339462435,0.00748628,0
25,14,13,0,0,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
69,41,40,1,2,20,59.71535681,87.56842503,2.692307692,235.7611443,13.09784135,0.029189475,0
35,21,20,1,1,5,46.05374781,70.32403072,2.181818182,153.4342488,8.524124936,0.023441344,0
41,23,35,0,0,6,8,18.57542476,0.5,9.28771238,0.515984021,0.006191808,0
44,34,34,4,4,6,37.97416845,70.30835464,1.8,126.5550384,7.030835464,0.023436118,0
23,18,18,0,0,5,36.52932501,70.30835464,2.666666667,187.4889457,10.41605254,0.023436118,0
64,55,52,5,5,7,89.13835276,201.73835,5.764705882,1162.962253,64.60901406,0.067246117,0
23,17,14,2,3,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
24,20,20,1,0,4,32,53.77443751,2.5,134.4360938,7.468671877,0.017924813,0
38,28,22,6,10,6,110.0391,167.1788228,0.5,83.58941142,4.64385619,0.055726274,0
1715,1293,1226,141,224,252,13.60964047,22.45883938,1,22.45883938,1.247713299,0.00748628,0
39,23,25,9,9,5,37.97416845,55.50659577,1.5,83.25989366,4.625549648,0.018502199,0
21,9,16,0,0,5,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
21,9,16,0,0,5,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
1142,751,768,106,107,148,1582.254831,4420.285876,17.45685279,77164.27984,4286.904436,1.473428625,0
17,13,11,3,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
40,26,21,7,11,8,168,372.2346001,2.9375,1093.439138,60.74661877,0.1240782,0
71,29,57,6,6,8,43.01955001,66.60791493,0.5,33.30395746,1.850219859,0.022202638,0
18,13,13,2,2,3,33.28421252,57.35940001,1.666666667,95.59900002,5.311055557,0.0191198,0
45,35,35,3,3,7,21.65148445,38.03910002,1,38.03910002,2.113283334,0.0126797,0
