lloc,scloc,calculated_length,volume,difficulty,effort,time,bugs,long_method
6,5,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
17,16,27.65148445,44.97261104,2.285714286,102.7945395,5.710807751,0.01499087,0
12,9,17.509775,27,1,27,1.5,0.009,0
13,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
12,11,74.11313394,144.946475,4.4,637.7644898,35.43136054,0.048315492,0
25,24,107.7484409,256.7639251,5,1283.819626,71.32331253,0.085587975,0
23,19,106.0900464,275.7834751,6.3,1737.435893,96.52421629,0.091927825,0
17,16,57.21928095,112.587975,7.2,810.6334203,45.03519002,0.037529325,0
34,31,130.2924137,295,9.952380952,2935.952381,163.1084656,0.098333333,0
40,38,254.2364029,524.4404541,10,5244.404541,291.3558078,0.174813485,0
26,25,141.8629171,287.5304648,4.980769231,1432.122892,79.56238289,0.095843488,0
18,17,90.56842503,233.8330875,5.666666667,1325.054163,73.61412015,0.077944363,0
14,11,72.95445336,109.8079356,4,439.2317423,24.40176346,0.036602645,0
15,12,83.65148445,126.6597348,3.9375,498.7227057,27.70681698,0.042219912,0
41,40,209.4845559,406.3971291,8.909090909,3620.628969,201.1460538,0.13546571,0
20,16,117.7589801,272.0469357,5.568181818,1514.806801,84.1559334,0.090682312,0
11,10,40.13896549,53.30296891,2.5,133.2574223,7.403190126,0.017767656,0
23,19,140.0964047,277.4416766,5.76,1598.064057,88.7813365,0.092480559,0
8,7,4,14,2,28,1.555555556,0.004666667,0
21,20,27.65148445,89.94522208,4.571428571,411.1781581,22.84323101,0.029981741,0
6,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
17,16,27.65148445,44.97261104,2.285714286,102.7945395,5.710807751,0.01499087,0
12,9,17.509775,27,1,27,1.5,0.009,0
13,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
12,11,54.62919048,110.3614967,3.75,413.8556127,22.99197848,0.036787166,0
25,24,90.56842503,206.3233125,4.833333333,997.2293439,55.40163022,0.068774438,0
23,19,106.0900464,275.7834751,6.3,1737.435893,96.52421629,0.091927825,0
17,16,57.21928095,112.587975,7.2,810.6334203,45.03519002,0.037529325,0
34,31,118.7643706,274.7858734,10.42105263,2863.558049,159.0865583,0.091595291,0
40,38,234.2230164,482.8650466,10.11111111,4882.302138,271.2390077,0.160955016,0
25,24,129.6905845,252.6640118,4.8125,1215.945557,67.55253094,0.084221337,0
17,16,79.509775,200.6744228,5.625,1128.793628,62.71075714,0.066891474,0
14,11,72.95445336,109.8079356,4,439.2317423,24.40176346,0.036602645,0
15,12,83.65148445,126.6597348,3.9375,498.7227057,27.70681698,0.042219912,0
41,40,209.4845559,406.3971291,8.909090909,3620.628969,201.1460538,0.13546571,0
20,16,89.13835276,201.73835,5.558823529,1121.427887,62.30154927,0.067246117,0
11,10,27.65148445,38.05374781,2,76.10749561,4.228194201,0.012684583,0
23,19,146.2114327,295.0728448,5.846153846,1725.041246,95.8356248,0.098357615,0
8,7,4,14,2,28,1.555555556,0.004666667,0
19,18,49.66338828,152,5.454545455,829.0909091,46.06060606,0.050666667,0
6,5,9.509775004,20.67970001,2.5,51.69925001,2.872180556,0.006893233,0
17,16,27.65148445,44.97261104,2.285714286,102.7945395,5.710807751,0.01499087,0
12,9,17.509775,27,1,27,1.5,0.009,0
13,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
13,12,107.7484409,218.7248251,4.285714286,937.3921076,52.07733931,0.072908275,0
25,24,117.7589801,291.4788597,6.204545455,1808.493834,100.4718797,0.09715962,0
23,19,106.0900464,275.7834751,6.3,1737.435893,96.52421629,0.091927825,0
17,16,57.21928095,112.587975,7.2,810.6334203,45.03519002,0.037529325,0
36,33,136.1612434,317.7968295,10,3177.968295,176.5537942,0.105932277,0
41,39,235.7693245,471.6356269,8.756756757,4129.998463,229.444359,0.157211876,0
25,24,171.2067179,362.1069984,6,2172.641991,120.7023328,0.120702333,0
17,16,106.0900464,285.2932501,7,1997.052751,110.9473751,0.09509775,0
14,11,72.95445336,109.8079356,4,439.2317423,24.40176346,0.036602645,0
15,12,83.65148445,126.6597348,3.9375,498.7227057,27.70681698,0.042219912,0
41,40,209.4845559,406.3971291,8.909090909,3620.628969,201.1460538,0.13546571,0
21,16,89.13835276,243.0030125,6.794117647,1650.991056,91.72172532,0.081001004,0
11,10,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
19,17,94.71013448,167.1788228,4.666666667,780.1678399,43.34265777,0.055726274,0
4,3,0,2,0.5,1,0.055555556,0.000666667,0
8,7,4,14,2,28,1.555555556,0.004666667,0
19,18,59.71535681,158.4571501,4.615384615,731.3406926,40.63003848,0.05281905,0
6,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
17,16,27.65148445,44.97261104,2.285714286,102.7945395,5.710807751,0.01499087,0
12,9,17.509775,27,1,27,1.5,0.009,0
13,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
15,14,84.99664331,176.4189163,4.588235294,809.4514983,44.96952768,0.058806305,0
25,24,123.6934094,294.4134357,5.934782609,1747.279738,97.07109657,0.098137812,0
23,19,106.0900464,275.7834751,6.3,1737.435893,96.52421629,0.091927825,0
17,16,57.21928095,112.587975,7.2,810.6334203,45.03519002,0.037529325,0
38,35,165.2309827,388.346636,11.07692308,4301.685814,238.9825452,0.129448879,0
25,24,164.8814489,343.8239221,5.931034483,2039.231538,113.290641,0.114607974,0
17,16,106.0900464,271.0285876,6.65,1802.340108,100.130006,0.090342863,0
14,11,72.95445336,109.8079356,4,439.2317423,24.40176346,0.036602645,0
15,12,83.65148445,126.6597348,3.9375,498.7227057,27.70681698,0.042219912,0
41,40,209.4845559,406.3971291,8.909090909,3620.628969,201.1460538,0.13546571,0
20,15,154.2574223,379.5669433,5.875,2229.955792,123.8864329,0.126522314,0
11,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
23,19,134.0391,275,6,1650,91.66666667,0.091666667,0
4,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
6,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
17,16,27.65148445,44.97261104,2.285714286,102.7945395,5.710807751,0.01499087,0
12,9,17.509775,27,1,27,1.5,0.009,0
13,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
10,8,32,53.77443751,2.5,134.4360938,7.468671877,0.017924813,0
27,21,99.05865003,277.3259434,8.444444444,2341.863522,130.103529,0.092441981,0
17,16,57.21928095,112.587975,7.2,810.6334203,45.03519002,0.037529325,0
35,32,118.7643706,289.5065451,11,3184.571997,176.9206665,0.096502182,0
41,39,234.2230164,499.7091761,10.47222222,5233.065539,290.7258633,0.166569725,0
13,12,92.32026323,155.888725,2.894736842,451.2568356,25.0698242,0.051962908,0
17,16,53.56352281,134.8862738,6,809.3176426,44.96209125,0.044962091,0
14,11,72.95445336,109.8079356,4,439.2317423,24.40176346,0.036602645,0
15,12,83.65148445,126.6597348,3.9375,498.7227057,27.70681698,0.042219912,0
41,40,209.4845559,406.3971291,8.909090909,3620.628969,201.1460538,0.13546571,0
15,12,63.61549134,131.6857529,4.384615385,577.3913782,32.07729879,0.043895251,0
11,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
10,8,27.11941548,55.3509059,4.166666667,230.6287746,12.8127097,0.018450302,0
26,24,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
12,9,35.16125946,62.90747521,4.714285714,296.5638117,16.47576732,0.020969158,0
9,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
7,6,52.86060384,84,1.615384615,135.6923077,7.538461538,0.028,0
8,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
13,13,38.05374781,86.03910002,0.545454545,46.93041819,2.607245455,0.0286797,0
8,8,2,9.509775004,1,9.509775004,0.528320834,0.003169925,0
12,12,40.05374781,88.81055324,1.454545455,129.1789865,7.176610362,0.029603518,0
12,12,40.05374781,88.81055324,1.454545455,129.1789865,7.176610362,0.029603518,0
8,8,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
7,7,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
13,13,28.7548875,48.43204266,1.6875,81.72907199,4.540503999,0.016144014,0
26,24,68.7548875,127.4378254,1.875,238.9459226,13.27477348,0.042479275,0
9,9,21.65148445,57.05865003,1.571428571,89.6635929,4.981310717,0.01901955,0
9,9,13.60964047,39.30296891,1.8,70.74534404,3.930296891,0.01310099,0
19,19,60.60335893,159.4110508,1.733333333,276.3124881,15.35069378,0.053137017,0
19,19,72,203.1306205,3.75,761.7398267,42.31887926,0.067710207,0
21,21,79.81353753,224.0081886,2.833333333,634.6898676,35.2605482,0.074669396,0
24,26,100.2386659,250.7682342,3.428571429,859.7768031,47.76537795,0.083589411,0
22,22,16.36452798,24,1.5,36,2,0.008,0
24,24,100.2386659,236.8366657,3.238095238,766.8996793,42.60553774,0.078945555,0
8,8,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
8,8,13.60964047,42.11032383,2,84.22064766,4.67892487,0.014036775,0
23,23,17.509775,129,4.666666667,602,33.44444444,0.043,0
13,13,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
14,14,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
15,15,46.05374781,101.5791555,3.090909091,313.9719351,17.44288529,0.033859718,0
8,8,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
8,8,0,2,0.5,1,0.055555556,0.000666667,0
13,13,38.05374781,86.03910002,0.545454545,46.93041819,2.607245455,0.0286797,0
5,5,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
19,30,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
36,30,10,15.509775,1,15.509775,0.861654167,0.005169925,0
20,17,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
19,17,37.97416845,62.90747521,1.65,103.7973341,5.766518561,0.020969158,0
15,16,12.7548875,22.45883938,1.875,42.11032383,2.339462435,0.00748628,0
14,13,17.509775,36,1.333333333,48,2.666666667,0.012,0
8,14,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,7,0,2,0.5,1,0.055555556,0.000666667,0
61,59,94.71013448,143.9595419,3.888888889,559.8426629,31.10237016,0.047986514,0
23,23,116.2386659,155.4553918,4,621.8215674,34.54564263,0.051818464,0
11,10,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
31,33,148.0928478,241.0763018,6.875,1657.399575,92.07775416,0.080358767,0
25,26,98.01619331,169.2158299,5.823529412,985.4333621,54.74629789,0.056405277,0
39,38,66.60335893,110.4461153,2.133333333,235.6183794,13.08990997,0.036815372,0
25,23,32,43.01955001,2,86.03910002,4.779950001,0.01433985,0
46,49,47.77443751,74.23092132,1.5,111.346382,6.18591011,0.02474364,0
20,19,27.65148445,38.05374781,2,76.10749561,4.228194201,0.012684583,0
12,13,35.60964047,55.50659577,3.125,173.4581118,9.636561766,0.018502199,0
11,10,6.754887502,20.89735285,2,41.79470571,2.321928095,0.006965784,0
8,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
30,28,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
13,13,0,2,0.5,1,0.055555556,0.000666667,0
23,23,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
28,28,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
35,36,124.2114327,187.486842,1,187.486842,10.41593566,0.062495614,0
3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
